rank;company;country;region;industry;rnd;rndGrowth;sales;salesGrowth;rndIntensity;capex;capexGrowth;capexIntensity;opProfits;opProfitsGrouth;profitability;employees;employeesGrowth;marketCap;marketCapGrowth
672;UMICORE;Belgium;EU;Industrial Metals & Mining;245.2;10;24054.4;16.1;1;379.6;-3;1.6;901.3;133.6;3.7;13639;2.4;13734.3;44.8
673;STANLEY BLACK & DECKER;US;US;Household Goods & Home Construction;244;30.9;13788.8;19.6;1.8;458.3;49.1;3.3;1775.8;14.9;12.9;71300;34.3;27808.3;22.3
674;HOLOGIC;US;US;Health Care Equipment & Services;244;24.2;4972.9;49.1;4.9;137.9;-0.1;2.8;2192.2;121.6;44.1;6705;15.3;17714.6;29.7
675;NOVOZYMES;Denmark;EU;Pharmaceuticals & Biotechnology;243.2;2.8;2011.9;6.7;12.1;144.1;34.9;7.2;531.1;8.1;26.4;6527;5.5;15628.2;36.1
676;ARKEMA;France;EU;Chemicals;243;0.8;9519;20.7;2.6;638;34.3;6.7;816;88;8.6;20030;-1.8;8625.2;21
677;SWATCH;Switzerland;RoW;Personal Goods;242.8;6.8;7074.4;30.7;3.4;242.8;20.7;3.4;987.7;1863.5;14;31444;-3;7227.5;35.2
678;JOHNSON CONTROLS;Ireland;EU;General Industrials;242.8;0.4;20897;6.1;1.2;;;;2622.3;161.9;12.5;101000;4.1;47037.2;75.8
679;PERKINELMER;US;US;Electronic & Electrical Equipment;242.8;33.9;4473.9;34;5.4;88.2;28.9;2;1277.1;43.5;28.5;16700;19.3;18293;57.4
680;MAXLINEAR;US;US;Technology Hardware & Equipment;241.9;54.4;787.9;86.5;30.7;34.6;213.7;4.4;59.6;-180.6;7.6;1503;5.8;3526.4;123.7
681;GREENLAND HOLDINGS;China;China;Real Estate Investment & Services;241.3;47.2;73613.8;21.1;0.3;943.2;-24.4;1.3;3993.9;-12.6;5.4;79999;-7.2;7880.1;-38.9
682;INTERCONTINENTALEXCHANGE GROUP;US;US;Financial Services;241;34.5;8094.6;11.2;3;158;-13.5;2;3135.3;13.2;38.7;8858;-0.4;59433.1;16.6
683;INSMED;US;US;Pharmaceuticals & Biotechnology;240.8;50.6;166.4;14.6;144.7;6.4;16.8;3.9;-324.7;38.7;-195.1;613;17.7;2853.2;13
684;PIRELLI;Italy;EU;Automobiles & Parts;240.4;23.5;5331.5;23.9;4.5;256.1;44;4.8;582.3;152.8;10.9;30690;0.6;5074;40.1
685;SUPER MICRO COMPUTER;US;US;Technology Hardware & Equipment;240.4;21.4;4587.8;46.1;5.2;39.9;-22.1;0.9;297.7;172;6.5;4607;10.9;1632.2;28.7
686;AMICUS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;240.2;-11.8;269.7;17.1;89;3.4;20.4;1.3;-182.3;-16.4;-67.6;496;2.7;2680.6;-19.6
687;MANDIANT;US;US;Software & Computer Services;239.8;-0.5;426.9;21;56.2;22.5;-3;5.3;-284;15.7;-66.5;2335;-31.3;3841.5;31.4
688;ETSY;US;US;General Retailers;239.7;50.8;2056.4;35;11.7;11.6;467.1;0.6;411.2;9.8;20;2402;69.9;24168.7;91.6
689;WEBASTO;Germany;EU;Automobiles & Parts;239.6;23.3;3707;12.2;6.5;325.7;45.5;8.8;-147.9;109.8;-4;14081;0.9;;
690;KANEKA;Japan;Japan;Chemicals;238.8;11;5346;19.8;4.5;288.6;-5.3;5.4;328.6;59.5;6.1;;;2394.5;69.5
691;JACK HENRY & ASSOCIATES;US;US;Software & Computer Services;238;13.6;1715.4;10.5;13.9;30.6;50.8;1.8;419.1;19.6;24.4;6847;2;11526.2;3
692;BANK OF IRELAND;Ireland;EU;Banks;238;3.9;3041;12.8;7.8;73;35.2;2.4;1221;-260.7;40.2;8696;-11.1;5745.8;182.4
693;KIMBERLY-CLARK;US;US;Personal Goods;237.5;-2.5;17164;1.6;1.4;889.1;-17.3;5.2;2504;-23.2;14.6;45000;-2.2;40975.8;-13.7
694;SOHU.COM;China;China;Software & Computer Services;237.4;11.1;737.8;11.4;32.2;5.9;6;0.8;86.1;32.8;11.7;4900;-35.5;812.1;16.4
695;ALPS ALPINE;Japan;Japan;Electronic & Electrical Equipment;237.2;-1.3;6206.6;11.8;3.8;302.9;24.5;4.9;255.8;160.7;4.1;36900;-4.1;1956.3;-31.6
696;ACCIONA;Spain;EU;Construction & Materials;237;2.9;8104.3;25.2;2.9;948.4;4.7;11.7;761.4;36.5;9.4;206;-99.5;7548.3;37.3
697;CHEVRON;US;US;Oil & Gas Producers;236.6;-38.4;137388.3;64.7;0.2;7112.8;-9.7;5.2;15347;-482.4;11.2;42595;-10.8;165234.5;19.4
698;ELASTIC;Netherlands;EU;Software & Computer Services;236.3;34.4;761.4;41.7;31;2.2;-36.5;0.3;-153.3;34.1;-20.1;2978;36.7;12931.3;56.4
699;NCR;US;US;Technology Hardware & Equipment;235.7;19.7;6318.2;15.3;3.7;93.6;241.9;1.5;511.2;111.3;8.1;38000;5.6;4928.4;112.7
700;ALLSCRIPTS HEALTHCARE SOLUTIONS;US;US;Software & Computer Services;235.7;-11.7;1327.1;0;17.8;4.7;-68.9;0.4;68.2;-158.3;5.1;8000;-4.8;1695.4;31.9
701;TOKAI RIKA;Japan;Japan;Automobiles & Parts;235.6;13;3767.2;10.7;6.3;139.8;11.8;3.7;58.1;-34.2;1.5;20083;1;1166.3;0.6
702;VERTIV;US;US;Electronic & Electrical Equipment;235.2;16.5;4412.9;14.4;5.3;64.8;65.3;1.5;233.5;-15.6;5.3;24000;14.4;8765.6;86.3
703;SICHUAN KELUN PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;234.9;18;2316.3;4.9;10.1;137.3;-19.5;5.9;236.1;4.8;10.2;19031;-3.7;2727.1;-26.2
704;BP;UK;Row;Oil & Gas Producers;234.9;-19.9;139271.5;-12.5;0.2;9612.4;-11.5;6.9;12814.8;-239.1;9.2;65845;3.6;70915.1;11.6
705;ZHEN DING TECHNOLOGY HOLDING;Taiwan;RoW;Electronic & Electrical Equipment;232.8;31.7;4943;18.1;4.7;980.3;44;19.8;533.4;11.3;10.8;;;2998.6;-15.3
706;GUARDANT HEALTH;US;US;Pharmaceuticals & Biotechnology;232.4;75.6;329.9;30.3;70.4;66.3;107.4;20.1;-362.9;61.2;-110;1373;58.9;11382.9;35.8
707;L'AIR LIQUIDE;France;EU;Chemicals;232.3;12;23334.8;13.9;1;2916.8;10.9;12.5;4009.6;-49.8;17.2;66436;3.1;71924.5;9.3
708;SONOVA;Switzerland;RoW;Leisure Goods;232.2;9.5;3254.2;29.3;7.1;103.1;19.5;3.2;735;22.6;22.6;16733;15.3;21572.3;67.2
709;FUJIAN STAR-NET COMMUNICATION;China;China;Technology Hardware & Equipment;230.5;28.7;1774.8;29.1;13;57.9;-12.8;3.3;105;14.2;5.9;10568;11;2079.2;-12.7
710;TELADOC;US;US;Health Care Equipment & Services;230.2;39.5;1794.7;85.8;12.8;7.5;112.1;0.4;-211;-42.9;-11.8;5100;15.9;20306;31.3
711;JOINCARE PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;230.2;45.9;2157.1;17.2;10.7;210.9;83.2;9.8;400.2;4.4;18.6;13234;6.2;2998.3;-43
712;INFORMATICA;US;US;Software & Computer Services;230.1;13.3;1275;9.1;18.1;9.6;-21.8;0.7;53;49.1;4.2;5500;11.7;;
713;PEGASYSTEMS;US;US;Software & Computer Services;230.1;10;1069.8;19.1;21.5;9.2;-58.8;0.9;-83.6;-34;-7.8;6133;6.2;9898.2;8.5
714;HOLCIM;Switzerland;RoW;Construction & Materials;229.3;38.6;25958.6;16;0.9;1482;37.5;5.7;4257.4;30.5;16.4;69672;3.4;31102.6;21.7
715;NEXTEER;US;US;Automobiles & Parts;228.9;-1.4;2965.5;10.8;7.7;125;-5.4;4.2;86.6;-23.5;2.9;11900;-1.7;2488.9;73.6
716;IOVANCE BIOTHERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;228.7;28.4;;;;33.2;-19.7;;-302.6;30.8;;319;32.4;3294.7;-23.5
717;QI AN XIN TECHNOLOGY;China;China;Software & Computer Services;228.6;42.1;794.6;39.3;28.8;34.6;-16.2;4.4;-73.4;11;-9.2;9657;23.9;;
718;XINJIANG DUSHANZI TIANLI HIGH & NEW TECH;China;China;Oil & Gas Producers;228.5;23.6;10943;13.1;2.1;71.6;4.9;0.7;163;-35.3;1.5;42660;-3.7;2298.2;1.4
719;BIO-RAD LABORATORIES;US;US;Health Care Equipment & Services;228.1;14;2580.4;14.8;8.8;106.7;22.1;4.1;488.3;36.4;18.9;7900;-1.3;17554.4;59
720;BANDAI NAMCO;Japan;Japan;Leisure Goods;228;11.5;6874.7;20;3.3;148.6;19.9;2.2;947;67;13.8;;;13113.6;16
721;ASTON MARTIN LAGONDA GLOBAL HOLDINGS;UK;Row;Automobiles & Parts;226.8;5;1299.2;79;17.5;48.3;-49.8;3.7;-77.5;-80.7;-6;2351;-5.5;2762.3;126.6
722;FIBROGEN;US;US;Pharmaceuticals & Biotechnology;226.7;49;207.8;33.5;109.1;26.7;655.8;12.8;-254.8;50.4;-122.6;566;-5.5;951.1;-73.4
723;CHINA RAILWAY SIGNAL & COMMUNICATION;China;China;Software & Computer Services;226.5;7.2;5230.9;-4.7;4.3;120.5;-50.3;2.3;551.2;-12.6;10.5;20288;-1.7;628.6;-10.2
724;WARTSILA;Finland;EU;Industrial Engineering;226;10.2;4778;3.8;4.7;142;23.5;3;313;33.8;6.6;17305;-2.7;7103.6;67.6
725;IAC/INTERACTIVECORP;US;US;Software & Computer Services;225.8;-4.3;3266.5;21.4;6.9;79.6;46.5;2.4;-121;-76.1;-3.7;13200;61;9728.9;
726;AGIOS PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;225.7;-14.6;;;;5.1;-61.5;;-334.1;12.7;;392;-30.2;2325.6;-7.1
727;ARCUS BIOSCIENCES;US;US;Pharmaceuticals & Biotechnology;225.3;60.2;338.1;393.9;66.7;23;753.6;6.8;47.9;-143.7;14.2;366;55.1;1838.7;34.8
728;GLODON;China;China;Software & Computer Services;225;27.8;764.5;41.2;29.4;99.9;64.1;13.1;102.3;88.9;13.4;9486;15.5;7940.3;-9
729;EASTMAN CHEMICAL;US;US;Chemicals;224.3;12.4;9249.5;23.6;2.4;490;44.9;5.3;1641.4;128.1;17.7;14000;-3.4;13566.3;55.3
730;SINOPEC OILFIELD SERVICE;China;China;Oil & Gas Producers;224.2;31.5;9637.1;2.1;2.3;447;86.5;4.6;172;-19;1.8;69232;-3.5;4062.3;28.1
731;DOLBY LABORATORIES;US;US;Media;223.9;6.1;1131.3;10.3;19.8;48.1;-17.9;4.3;313.1;60.8;27.7;2368;3.5;5714.2;43.9
732;RESMED;US;US;Health Care Equipment & Services;223.9;12.6;3159.2;11.9;7.1;119;31.3;3.8;883.2;9;28;8160;2.4;37369.5;61.6
733;NORTONLIFELOCK;US;US;Software & Computer Services;223.4;-5.2;2468.7;9.6;9;5.3;0;0.2;910.3;4.2;36.9;2700;-3.8;13631;11.1
734;REE AUTOMOTIVE;Israel;RoW;Automobiles & Parts;222.9;753.1;0;-98.5;4207498.7;2.1;305.9;40254.1;-455.1;657;-8592482.3;270;117.7;1218;
735;DECIPHERA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;222.5;28;84.9;128.5;262.1;1.7;-62.9;2;-264.9;10.7;-312.1;280;-20;1614.3;-27.9
736;NUANCE COMMUNICATIONS;US;US;Software & Computer Services;222.3;11.3;1202.9;6.1;18.5;49.9;-7.8;4.1;108.3;59.1;9;6900;-2.8;15287.3;104.7
737;IHI;Japan;Japan;Industrial Engineering;221.7;14.9;9067.4;5.4;2.4;352.3;-20.7;3.9;119.4;814.5;1.3;28801;-1.2;2924.9;55.3
738;XEROX HOLDINGS;US;US;Support Services;221.6;-2.3;6214;0.2;3.6;60;-8.1;1;-390.3;-185.3;-6.3;23300;-5.7;3547.3;0
739;ALIGN TECHNOLOGY;US;US;Health Care Equipment & Services;221;42.8;3489.8;59.9;6.3;354.1;158.9;10.1;862.1;152.2;24.7;22540;24.7;49460.7;139.4
740;FACTSET RESEARCH SYSTEMS;US;US;Software & Computer Services;220.8;11.7;1405.1;6.5;15.7;54.1;-21;3.9;418.5;7.8;29.8;10892;3.9;12682.8;7.9
741;YOKOGAWA ELECTRIC;Japan;Japan;Electronic & Electrical Equipment;220.5;3.8;3014.2;4.2;7.3;64;-4.7;2.1;226.3;-5.9;7.5;;;3382.9;-0.6
742;SANA BIOTECHNOLOGY;US;US;Pharmaceuticals & Biotechnology;219.5;-3.6;;;;26.4;25.1;;-315.1;24.9;;383;45.6;3979.8;
743;LIGHT & WONDER;US;US;Travel & Leisure;219;-1.2;1900.9;26.7;11.5;151;-10;7.9;244.6;-246.6;12.9;9500;5.6;6156.1;255.9
744;INOVIO PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;218.5;169.5;1.6;-76.1;13943.6;1.1;-19;69.4;-266;142.8;-16972.3;317;21;1604.7;-9.5
745;CANOO;US;US;Automobiles & Parts;217.4;72.4;;;;120.6;1707.3;;-397.2;125.3;;805;117.6;;
746;JOHNSON MATTHEY;UK;Row;Chemicals;217.1;0.5;19202.1;3.3;1.1;424.6;17.8;2.2;372.4;-25.6;1.9;13497;-1;6746.6;23.7
747;SYSMEX;Japan;Japan;Health Care Equipment & Services;216.1;24.2;2812.3;19.2;7.7;98.7;28.6;3.5;536.6;33.4;19.1;8771;25.9;20273.4;35.3
748;SCHINDLER;Switzerland;RoW;Industrial Engineering;215.7;9.3;10869.4;5.6;2;113.2;-10;1;1128;13;10.4;69015;3.5;11651.1;22.7
749;SHENZHEN INOVANCE TECHNOLOGY;China;China;Electronic & Electrical Equipment;215.3;73.2;2472.7;55.8;8.7;107.9;117.3;4.4;443.5;37.1;17.9;16938;31.6;20430;91.2
750;TIANMA MICROELECTRONICS;China;China;Electronic & Electrical Equipment;214.8;-5.4;4307.7;7.8;5;845.6;-38.3;19.6;343;-11.4;8;26797;-28.5;4520.1;8.5
751;GENERAL MILLS;US;US;Food Producers;214.6;1.6;16769.2;4.8;1.3;502.1;7.1;3;2961.1;-0.5;17.7;32500;-7.1;30945.5;-10.3
752;ESTEE LAUDER;US;US;Personal Goods;214.6;6.6;14316.6;13.4;1.5;562.4;2.2;3.9;2510.2;314.4;17.5;62000;29.2;44269.5;14.1
753;GN STORE NORD;Denmark;EU;Technology Hardware & Equipment;213.4;25.7;2122.8;17.3;10.1;98;40.5;4.6;322.6;47.3;15.2;7228;10.8;8811.7;1.9
754;ENDRESS & HAUSER;Switzerland;RoW;Electronic & Electrical Equipment;213.4;9.4;2879.1;11.7;7.4;172.4;-4.8;6;434;28.8;15.1;15117;4.6;;
755;AKZO NOBEL;Netherlands;EU;Chemicals;213;-3.2;9587;12.4;2.2;253;12.9;2.6;1118;16.1;11.7;32800;1.9;19570.1;22.3
756;SILICON LABORATORIES;US;US;Technology Hardware & Equipment;212.7;-5.4;636.5;41.1;33.4;25.2;58;4;-29;-68.9;-4.6;1667;-9.3;6229.7;57.3
757;SK TELECOM;South Korea;RoW;Fixed Line Telecommunications;212.4;13.3;12462.3;4.1;1.7;2461.7;-10.3;19.8;1032.2;11.1;8.3;;;15978.3;18.4
758;BURELLE;France;EU;General Industrials;211.9;1.9;7244.6;2.3;2.9;161.7;-26.5;2.2;277.1;-306.9;3.8;25023;-5.3;1332.3;52.2
759;SYMRISE;Germany;EU;Chemicals;211.9;5.9;3825.7;8.7;5.5;154.3;18.1;4;559;14.7;14.6;11151;5.9;16305.4;3.9
760;MORPHOSYS;Germany;EU;Pharmaceuticals & Biotechnology;211.5;75.4;179.6;-45.2;117.8;3.8;-14.5;2.1;-508.2;-2879.3;-283;732;19;1678.9;-51.3
761;ACADIA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;211.4;-25;427.5;9.6;49.5;1;-85.2;0.2;-150.5;-40.5;-35.2;514;-14.5;2483.5;-54.9
762;KONTRON;Austria;EU;Technology Hardware & Equipment;211.3;14.8;1342;6.9;15.7;47;38.5;3.5;60.4;-11.6;4.5;6206;2.3;1274.9;-17.7
763;ILLINOIS TOOL WORKS;US;US;Industrial Engineering;211;11.7;12762.7;15;1.7;261.3;25.4;2;3069.9;20.6;24.1;45000;4.7;64756.7;17.4
764;CHINA NATIONAL NUCLEAR POWER;China;China;Electricity;210.8;16.9;8515.7;19.5;2.5;3482;5;40.9;3233.7;15.2;38;15756;8.6;12918.1;28.5
765;INTERNATIONAL GAME TECHNOLOGY;UK;Row;Travel & Leisure;210.1;24.6;3675.6;17.5;5.7;;;;818.5;-1547.1;22.3;10486;-5.1;3887;93.7
766;PELOTON INTERACTIVE;US;US;Leisure Goods;210;168.2;3550.9;120.3;5.9;212.8;54.1;6;-165.8;132.4;-4.7;7866;112.9;16207.7;
767;WILLIAM DEMANT INVEST;Denmark;EU;0;209.1;9.6;3181.6;22.5;6.6;;;;650.5;137.5;20.4;21527;8;;
768;JS GLOBAL LIFESTYLE;China;China;General Retailers;208.3;34.4;4547.6;22.8;4.6;56.9;-5.5;1.3;523;4;11.5;5582;13.3;7723.6;59.9
769;SHENZHEN TRANSSION HOLDINGS;China;China;Technology Hardware & Equipment;208.3;31.9;6713.6;31.2;3.1;102.6;132.1;1.5;658.7;24.6;9.8;16095;6.7;;
770;2SEVENTY;US;US;Pharmaceuticals & Biotechnology;207.5;29.9;48.1;-78;431;10.2;-48;21.2;-268.3;119.9;-557.3;437;-5;;
771;SIKA;Switzerland;RoW;Chemicals;207.3;10.7;8950.5;17.5;2.3;152.2;31;1.7;1346;23.1;15;27059;8.9;45275.1;52.4
772;PROCORE TECHNOLOGIES;US;US;Software & Computer Services;207.1;91.9;454.5;28.6;45.6;10.9;71.9;2.4;-244.3;411.4;-53.7;2885;39.8;10572.2;
773;XERO;New Zealand;RoW;Software & Computer Services;206.3;58;661.6;29.2;31.2;11.5;80.2;1.7;25.3;-32;3.8;4784;31.4;14448;56.7
774;ASM INTERNATIONAL;Netherlands;EU;Technology Hardware & Equipment;206;19.9;1729.9;30.3;11.9;72.2;-24.4;4.2;491.5;50.2;28.4;3312;28.2;16199.1;158
775;SINOCHEM INTERNATIONAL;China;China;Chemicals;205.8;34.2;11111.3;49.1;1.9;1199.7;79.4;10.8;484.5;34.2;4.4;25171;-6.7;4267.3;104.1
776;VIFOR PHARMA;Switzerland;RoW;Pharmaceuticals & Biotechnology;205.6;13.7;1697;-3.6;12.1;56;-15.5;3.3;268.6;-6.3;15.8;2300;-15.2;8199.5;-2.3
777;TIANNENG POWER;China;China;Electronic & Electrical Equipment;205.6;16.7;11866.2;60;1.7;212;59.8;1.8;269.5;-35;2.3;25618;5.1;1326.1;-37.5
778;XPERI;US;US;Electronic & Electrical Equipment;205;19;774.9;-1.6;26.5;12.3;89.1;1.6;22.5;-87.2;2.9;1900;2.7;1979.4;1.5
779;BEAM THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;205;125;45.8;215918.5;447.8;41.3;186.2;90.3;-346.5;195.6;-757;341;88.4;6498;466.6
780;LUYE PHARMA;China;China;Pharmaceuticals & Biotechnology;204.6;17.3;720.7;-6.1;28.4;77.1;-19.7;10.7;22.5;-86.4;3.1;824;-83.4;1664;7.7
781;GOJEK;Indonesia;RoW;Support Services;204.5;6.3;280.7;36.3;72.9;16.4;3.9;5.8;-1389.9;75;-495.2;9044;84.8;;
782;TRADE DESK;US;US;Software & Computer Services;204.2;33.9;1056.4;43.1;19.3;48.4;-26;4.6;110.2;-13.4;10.4;1967;27.3;30682.7;73
783;SANTEN PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;203.9;9.4;2058.4;6.7;9.9;134.1;319;6.5;274.2;172.5;13.3;4315;2;5076;-18.8
784;SICK;Germany;EU;Electronic & Electrical Equipment;203.7;3.7;1963.7;15.5;10.4;70.6;54.8;3.6;202;43.7;10.3;9916;-5;;
785;BILL.COM;US;US;Software & Computer Services;203.1;148.6;566.8;169.4;35.8;4.7;-71.6;0.8;-279.7;178;-49.4;2269;63.9;22962.6;227.7
786;SONOS;US;US;Leisure Goods;203.1;9.8;1515.8;29.4;13.4;40.2;37.8;2.7;140.3;35046.1;9.3;1525;6.9;4411.9;221
787;DEUTSCHE BORSE;Germany;EU;Financial Services;202.8;28.2;4491.8;21.3;4.5;37.8;-38.2;0.8;1709.3;11.9;38.1;10200;40.9;27873;-7.6
788;GUIDEWIRE SOFTWARE;US;US;Software & Computer Services;202.5;12;656.2;0.1;30.9;16.8;-11.1;2.6;-93.2;342;-14.2;2942;9.4;8689.1;5
789;TONGKUN;China;China;General Retailers;202.3;40.1;8022.3;28.4;2.5;1394.8;155.4;17.4;545.7;271.9;6.8;25100;29.6;7577.4;83.4
790;SIRIUS XM;US;US;Media;202.2;4.1;7677.9;8.2;2.6;342.6;10.9;4.5;1779.1;127.4;23.2;5590;-2.4;22422.9;-0.3
791;AAC TECHNOLOGIES HOLDINGS;China;China;Electronic & Electrical Equipment;202.2;-10.1;2448.6;3.1;8.3;162.9;-43.7;6.7;252.9;-3.1;10.3;37591;11.4;5931.7;-11.3
792;NATERA;US;US;Pharmaceuticals & Biotechnology;201.8;128.5;552.3;60;36.5;43.8;152.9;7.9;-413.4;116.5;-74.8;2670;47.1;9806.4;118.2
793;OFILM GROUP;China;China;Electronic & Electrical Equipment;201.4;-27.9;3104.4;-52;6.5;121.8;-44.5;3.9;-203.5;96.7;-6.6;17973;-34.2;2782.3;-60.2
794;AVAYA HOLDINGS;US;US;Technology Hardware & Equipment;201.3;10.1;2624.9;3.5;7.7;99.8;15.3;3.8;185.4;-149.4;7.1;8063;-2.5;1499.7;31.9
795;CHINA SHIPBUILDING (GROUP POWER);China;China;Electronic & Electrical Equipment;201.2;67.3;3812.5;5.2;5.3;159.8;-5.1;4.2;57.9;-36.2;1.5;22803;2.5;5400.8;208.3
796;GRUENENTHAL PHARMA;Germany;EU;Pharmaceuticals & Biotechnology;201.2;2.4;1467.4;14.6;13.7;;;;155.3;91.6;10.6;4533;-2.3;;
797;IDEMITSU KOSAN;Japan;Japan;Oil & Gas Producers;201.1;27.1;51693.4;46.7;0.4;732.4;-21.7;1.4;3235.7;249.1;6.3;;;6074.5;12.9
798;BENTLEY SYSTEMS;US;US;Software & Computer Services;200.9;17.7;852.1;20.4;23.6;15.5;13.2;1.8;167.4;7.6;19.7;4626;12.7;15377.6;71.7
799;TIANDI SCIENCE & TECHNOLOGY;China;China;Industrial Engineering;200.5;24.0;3171.7;14.4;6.3;53.6;6.4;1.7;354.8;22.2;11.2;21221;-2.9;3120.4;66.4
800;NINESTAR;China;China;Technology Hardware & Equipment;200.0;21.3;3109.5;8.0;6.4;107.6;30.2;3.5;340.4;66.0;10.9;21787;21.0;4926.5;-3.4
801;ELEKTA;Sweden;EU;Health Care Equipment & Services;200.0;37.9;1421.2;5.7;14.1;18.4;12.6;1.3;160.5;-9.2;11.3;4751;10.1;3894.2;-0.3
802;QISDA;Taiwan;RoW;Technology Hardware & Equipment;199.6;27.2;7205.0;17.9;2.8;194.5;29.1;2.7;239.9;12.8;3.3;;;1865.7;59.9
803;BRP;Canada;RoW;Automobiles & Parts;198.9;19.6;5248.7;28.5;3.8;431.6;148.3;8.2;815.1;78.0;15.5;;;2736.4;35.5
804;EYGS;UK;Row;Support Services;198.7;24.3;4263.4;93.2;4.7;10.6;0.0;0.2;46.7;12.8;1.1;296;157.4;;
805;NEW RELIC;US;US;Software & Computer Services;198.2;19.2;693.6;17.7;28.6;5.1;-69.2;0.7;-201.8;33.3;-29.1;2217;2.3;4578.7;40.1
806;SHISEIDO;Japan;Japan;Personal Goods;198.1;-5.1;8002.6;12.4;2.5;560.7;28.7;7.0;117.6;7.2;1.5;35318;-9.5;22552.0;18.2
807;BOX;US;US;Software & Computer Services;198.0;7.5;772.0;13.4;25.7;4.2;-48.1;0.5;-24.4;-23.8;-3.2;2172;12.3;3449.5;27.1
808;JIANGSU EASTERN SHENGHONG;China;China;Personal Goods;198.0;147.4;6191.2;56.1;3.2;5781.9;124.1;93.4;1015.0;281.1;16.4;24458;31.5;7772.0;676.2
809;SUMITOMO RUBBER INDUSTRIES;Japan;Japan;Automobiles & Parts;196.7;5.1;7236.2;18.4;2.7;369.0;14.5;5.1;391.6;26.3;5.4;40055;1.9;2682.2;29.2
810;LIVZON PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;196.6;56.0;1634.1;14.0;12.0;181.4;102.3;11.1;303.2;-5.4;18.6;8580;2.5;3297.7;-28.6
811;TG THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;196.5;34.2;5.9;4300.7;3327.5;0.4;12.3;6.0;-304.4;26.0;-5154.3;286;5.1;3381.2;21.9
812;AUROBINDO PHARMA;India;RoW;Pharmaceuticals & Biotechnology;196.1;4.9;2777.3;-4.8;7.1;;;;411.7;-26.1;14.8;15431;-20.3;5064.6;-10.1
813;KONAMI;Japan;Japan;Software & Computer Services;195.7;68.4;2315.5;9.9;8.5;178.8;-1.8;7.7;580.7;419.8;25.1;4894;-1.8;7743.3;70.9
814;SIMCERE PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;195.5;23.7;693.0;10.9;28.2;29.0;-40.6;4.2;32.3;-61.1;4.7;6182;-5.1;2313.5;-12.5
815;SAAB;Sweden;EU;Aerospace & Defence;195.4;-18.4;3824.9;10.5;5.1;119.5;-3.6;3.1;285.8;127.4;7.5;18153;0.4;3353.3;-1.1
816;DR REDDY'S LABORATORIES;India;RoW;Pharmaceuticals & Biotechnology;195.0;6.1;2547.6;13.0;7.7;174.2;50.5;6.8;340.2;18.4;13.4;24795;9.0;9300.3;10.5
817;BRUKER;US;US;Health Care Equipment & Services;194.9;11.5;2134.8;21.7;9.1;81.2;-5.3;3.8;377.0;61.0;17.7;7765;4.9;11775.2;107.3
818;LITE-ON TECHNOLOGY;Taiwan;RoW;Technology Hardware & Equipment;194.9;21.1;5255.7;4.9;3.7;119.2;10.6;2.3;501.5;25.9;9.5;;;4587.5;31.9
819;JIANGSU ZHONGTIAN TECHNOLOGIES;China;China;Electronic & Electrical Equipment;194.9;23.0;6313.0;4.3;3.1;179.6;3.9;2.8;619.7;33.3;9.8;12836;2.7;3455.0;-28.1
820;ALLOGENE THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;194.4;14.1;34.0;;572.0;18.9;-67.5;55.7;-225.8;-0.9;-664.6;310;17.0;2994.1;-31.7
821;MATCH GROUP;US;US;Software & Computer Services;194.3;-17.7;3266.5;33.8;5.9;79.6;48.6;2.4;-121.0;-77.0;-3.7;13200;61.0;33590.7;31.6
822;HUSQVARNA;Sweden;EU;Industrial Engineering;194.3;10.0;4597.2;12.2;4.2;246.6;94.2;5.4;561.3;60.5;12.2;13704;1.0;5257.0;23.3
823;DYSON TECHNOLOGY;UK;Row;General Industrials;194.0;-22.2;5785.5;2.3;3.4;16.6;14636.9;0.3;616.4;-4.1;10.7;3276;2.6;;
824;ALLIED IRISH BANKS;Ireland;EU;Banks;194.0;-13.8;2405.0;0.7;8.1;31.0;47.6;1.3;634.0;-168.1;26.4;8916;-3.0;;
825;KDDI;Japan;Japan;Technology Hardware & Equipment;193.9;3.9;42106.9;2.5;0.5;3291.7;2.7;7.8;8188.4;2.3;19.4;48829;3.2;60029.6;9.5
826;AUTOHOME;China;China;Automobiles & Parts;193.8;2.5;1003.0;-16.4;19.3;30.3;-17.1;3.0;246.9;-43.4;24.6;5793;33.6;4671.7;
827;SHANDONG CHENMING PAPER;China;China;Forestry & Paper;193.7;15.6;4386.5;6.2;4.4;87.7;148.9;2.0;699.1;9.8;15.9;12296;-3.6;343.9;55.8
